# Experiment IPTS-28662 Run 198409
# Reduction unknown
# Run title: sample1_pcps_d2o_peg600_5pct-198409-1.
# Run start time: 2022-12-07T17:50:56.376265667
# Reduction time: Fri Jul 11 13:15:29 2025
# Q summing: False
# TOF weighted: False
# Bck in Q: False
# Theta offset: 0
# DataRun   NormRun   TwoTheta(deg)  LambdaMin(A)   LambdaMax(A) Qmin(1/A)    Qmax(1/A)    SF_A         SF_B
# 198409    198399    1.20076        13.0547        16.3931      0.0080       0.0100       1            0           
# 198410    198400    1.20012        10.4888        13.8272      0.0095       0.0125       1            0           
# 198411    198401    1.20012        7.89154        11.2299      0.0117       0.0166       1.1051       -5.536      
# 198412    198402    1.19979        5.24418        8.58252      0.0153       0.0250       6.6243       1.9231      
# 198413    198403    1.19947        2.5026         5.84094      0.0225       0.0525       28.319       0.0002      
# 198414    198403    2.36543        2.5026         5.84094      0.0444       0.1036       95.488       0.0016      
# 198415    198403    4.68567        2.5026         5.84094      0.0879       0.2052       332.49       0.0087      
# 198416    198403    9.27811        2.50312        5.84062      0.1740       0.4060       1251.1       0.0344      
# Q [1/Angstrom]        R                     dR                    dQ [FWHM]            
  0.0081226081098499    0.9548169246185914    0.0683403898049301    0.0001847981480238
  0.0082850602720469    0.8799194292970859    0.0610211493810700    0.0001884941109843
  0.0084507614774878    0.9880664878997731    0.0608469953695779    0.0001922639932040
  0.0086197767070376    1.0641992228816026    0.0605411201687947    0.0001961092730681
  0.0087921722411783    0.9845330480316277    0.0548253195424043    0.0002000314585294
  0.0089680156860019    0.9820807529149536    0.0497147721216713    0.0002040320877000
  0.0091473759997219    0.9981803610181511    0.0474324202495671    0.0002081127294540
  0.0093303235197164    0.8962061672441766    0.0418316327588359    0.0002122749840431
  0.0095169299901107    0.9595186285512796    0.0471428436951186    0.0002165204837239
  0.0097072685899129    0.9625261543922010    0.0430270910102455    0.0002208508933984
  0.0099014139617112    0.9639354884711828    0.0409680840187565    0.0002252679112664
  0.0100994422409454    0.9018257773669797    0.0664832863748052    0.0002300975751460
  0.0103014310857643    1.1060853220846096    0.0701740659388435    0.0002346995266489
  0.0105074597074796    1.0592842811581873    0.0650614962632999    0.0002393935171819
  0.0107176089016292    1.0057850750390871    0.0593647107119030    0.0002441813875255
  0.0109319610796618    0.9309853100657735    0.0533656175857822    0.0002490650152760
  0.0111506003012550    0.9968007019677384    0.0523444935643575    0.0002540463155815
  0.0113736123072801    0.9570270080507320    0.0488826413618744    0.0002591272418932
  0.0116010845534257    1.0094619328719443    0.0720420406407016    0.0002643097867310
  0.0118331062444942    1.0826430581905788    0.0554813847569007    0.0002695959824656
  0.0120697683693841    1.0774655741678281    0.0534453968470324    0.0002749879021150
  0.0123111637367718    1.0386671003979620    0.0501528135033598    0.0002804876601573
  0.0125573870115072    1.0177676202201864    0.0858159632942428    0.0002846585774929
  0.0128085347517374    0.9812686166061848    0.0815559341170469    0.0002903517490427
  0.0130647054467721    1.0761873828050250    0.0854908157337043    0.0002961587840236
  0.0133259995557076    0.9744329162786480    0.0765032871816297    0.0003020819597041
