# Experiment IPTS-29196 Run 201282
# Reduction unknown
# Run title: Expt 8 Cu-B BF4 noEtOH Full OCV 1-201282-1.
# Run start time: 2023-01-16T10:47:39.627455667
# Reduction time: Fri Jul 11 13:38:18 2025
# TOF weighted: False
# Bck in Q: False
# Theta offset: 0
# DataRun   NormRun   TwoTheta(deg)  LambdaMin(A)   LambdaMax(A) Qmin(1/A)    Qmax(1/A)    SF_A         SF_B
# 201282    201043    1.20012        13.055         16.3935      0.0080       0.0100       1            0           
# 201283    201044    1.20012        10.4891        13.8275      0.0095       0.0125       1            0           
# 201284    201045    1.20012        7.89174        11.2302      0.0117       0.0166       1.1671       -4.575      
# 201285    201048    1.19979        5.24432        8.58274      0.0153       0.0250       8.1865       3.7959      
# 201286    201051    1.20077        2.50266        5.84109      0.0225       0.0526       26.686       0.0006      
# 201287    201051    2.36511        2.50266        5.84109      0.0444       0.1036       108.65       0.0028      
# 201288    201051    4.68567        2.50266        5.84109      0.0879       0.2052       374.58       0.0141      
# Q [1/Angstrom]        R                     dR                    dQ [FWHM]            
  0.0081120087627818    1.0201670196357679    0.0804624967445296    0.0001839111730429
  0.0082336888942235    1.0079439046970262    0.0773456137720529    0.0001866698406386
  0.0083571942276368    0.8580655386536505    0.0696273751192951    0.0001894698882482
  0.0084825521410514    1.0323922873844458    0.0696813292296584    0.0001923119365719
  0.0086097904231672    1.0892893235909411    0.0684114405829294    0.0001951966156205
  0.0087389372795147    0.9513551465286485    0.0607128324122164    0.0001981245648548
  0.0088700213387074    0.9923419596482570    0.0589439508426140    0.0002010964333276
  0.0090030716587880    1.0128139440236672    0.0568157172020830    0.0002041128798275
  0.0091381177336698    1.0501522989795551    0.0559336105271315    0.0002071745730249
  0.0092751894996749    0.9919913449117463    0.0524082655606986    0.0002102821916203
  0.0094143173421700    1.1142711141102681    0.1738139233867726    0.0002134364244946
  0.0095555321023025    1.0942823641920671    0.1005475067241905    0.0002166379708620
  0.0095555321023025    1.0431946505595266    0.0477022753297744    0.0002166379708620
  0.0096988650838371    1.0445143851077090    0.0459832496736763    0.0002198875404249
  0.0096988650838371    1.0817147506100697    0.0951497622740924    0.0002198875404249
  0.0098443480600946    0.9795383606474795    0.0425202566046725    0.0002231858535313
  0.0098443480600946    1.0595449157851016    0.0907209714290875    0.0002231858535313
  0.0099920132809960    1.0800953232317514    0.0867734659035616    0.0002265336413343
  0.0099920132809960    1.0077516358085101    0.0565525603055739    0.0002265336413343
  0.0101418934802110    0.9873874279195738    0.0802768142714679    0.0002299316459543
  0.0102940218824141    0.9994882494987704    0.0770274980501356    0.0002333806206436
  0.0104484322106503    0.9240465222334846    0.0698483122195305    0.0002368813299533
  0.0106051586938101    1.0725154768528122    0.0722225135435881    0.0002404345499026
  0.0107642360742173    1.0924069987316642    0.0708141724787092    0.0002440410681511
  0.0109256996153305    1.1451404087723169    0.0683335531909483    0.0002477016841734
  0.0110895851095605    1.0115910805594934    0.0614764744699260    0.0002514172094360
  0.0112559288862039    1.0462039128375169    0.0596315292988098    0.0002551884675775
  0.0114247678194969    1.0736829257476801    0.0578997949983643    0.0002590162945912
  0.0115961393367894    1.0252111735643916    0.0544691966671061    0.0002629015390101
  0.0117700814268412    1.0125517015257290    0.0526812652951897    0.0002668450620952
  0.0117700814268412    0.9807653502792314    0.1172718340021845    0.0002668450620952
  0.0119466326482438    1.0136793752175577    0.0499103239044689    0.0002708477380266
  0.0119466326482438    1.2901084291763687    0.1331349934955727    0.0002708477380266
  0.0121258321379675    1.0139532283242523    0.0472674987744477    0.0002749104540970
  0.0121258321379675    1.0159768966885188    0.1098320231286315    0.0002749104540970
  0.0123077196200370    1.0056104834224642    0.0452647138973286    0.0002790341109085
  0.0123077196200370    0.9933479092208700    0.1044595957190722    0.0002790341109085
  0.0124923354143376    1.0463200522832452    0.1052582063551976    0.0002832196225721
  0.0126797204455526    0.9955146096619246    0.0981268371392504    0.0002874679169107
  0.0128699162522359    1.0561521319797775    0.1002450085037532    0.0002917799356644
  0.0130629649960195    0.9484813735832055    0.0895819660392606    0.0002961566346993
  0.0132589094709597    1.0505596637400403    0.0950691102398485    0.0003005989842198
  0.0134577931130241    1.0979325118055432    0.0961050048993746    0.0003051079689831
  0.0136596600097195    0.9504506906630171    0.0846253470527384    0.0003096845885179
  0.0138645549098653    1.1052504333638822    0.0923912170163453    0.0003143298573456
  0.0140725232335133    0.9781183172128606    0.0823560642598692    0.0003190448052058
  0.0142836110820160    0.7735300361989951    0.0669944296474553    0.0003238304772839
  0.0144978652482462    0.5383926401580296    0.0499574060080123    0.0003286879344432
  0.0147153332269699    0.5078267331005641    0.0472003697696752    0.0003336182534598
  0.0149360632253744    0.4157519686769990    0.0395495881749959    0.0003386225272617
  0.0151601041737551    0.4734363840218838    0.0429848643527936    0.0003437018651706
  0.0153875057363614    0.4745892415841486    0.0414687556372128    0.0003488573931482
  0.0153875057363614    0.4650677418529125    0.0419091559146841    0.0003489517754956
  0.0156183183224068    0.4882083962486946    0.0421317079396433    0.0003540902540454
  0.0156183183224068    0.4680524400826829    0.0400285615173676    0.0003541860521280
  0.0158525930972429    0.4290164872258585    0.0368301810749825    0.0003594016078561
  0.0158525930972429    0.4462675400305392    0.0377659977723315    0.0003594988429099
  0.0160903819937015    0.4435209909270283    0.0373918702304553    0.0003647926319739
  0.0160903819937015    0.4355611000181478    0.0363276740797336    0.0003648913255536
  0.0163317377236071    0.3988901320971480    0.0335658324815274    0.0003702645214535
  0.0163317377236071    0.4331944324502033    0.0353786875086741    0.0003703646954369
  0.0165767137894612    0.4098276164607020    0.0328853245100640    0.0003759201658684
  0.0168253644963031    0.3746621281665170    0.0302200330002860    0.0003815589683564
  0.0170777449637476    0.3445667444918380    0.0280455588938173    0.0003872823528818
  0.0173339111382038    0.3066441569369304    0.0248948963350129    0.0003930915881750
  0.0175939198052769    0.3224255418697798    0.0255157756281676    0.0003989879619976
  0.0178578286023560    0.2265744204902709    0.0192804362994915    0.0004049727814276
  0.0181256960313914    0.2281318909966723    0.0189398684398561    0.0004110473731490
  0.0183975814718623    0.1619217840388680    0.0146924639323693    0.0004172130837463
  0.0186735451939402    0.1455150839753448    0.0135707977529009    0.0004234712800024
  0.0189536483718493    0.0960491324092723    0.0101421898786975    0.0004298233492025
  0.0192379530974270    0.0765048729580481    0.0084643613080649    0.0004362706994405
  0.0195265223938884    0.0706387936290249    0.0081251616866487    0.0004428147599321
  0.0198194202297968    0.0477048310995453    0.0061181175809323    0.0004494569813311
  0.0201167115332437    0.0549659165441673    0.0065257533284226    0.0004561988360511
  0.0204184622062424    0.0390216457449350    0.0053927679711906    0.0004630418185918
  0.0207247391393360    0.0361884781788501    0.0048734869717749    0.0004699874458707
